date,ticker,sector,market_type,market_cap_group,return_1d,return_3d,return_5d,return_20d,return_60d,close_ma5_ratio,close_ma20_ratio,close_ma60_ratio,momentum_5d,momentum_20d,momentum_diff,momentum_accel,relative_return_5d_vs_market,relative_return_20d_vs_market,relative_return_20d_vs_sector,momentum_rank_pct,volume_change_1d,relative_trading_value,trading_value_rank_pct,volatility_5d,volatility_20d,intraday_range_5d,atr_percent,volatility_rank_pct,body,upper_shadow,lower_shadow,body_ratio,close_position,high_20d,low_20d,close_to_20d_high,close_to_20d_low,breakout_strength,breakout_rank_pct,rsi14,rsi_change_5d,macd_hist_ratio,bb_position,bb_width,bb_position_change_5d,rsi_rank_pct,macd_rank_pct,bb_position_rank_pct,atr_rank_pct,return_5d_rank_pct,return_20d_rank_pct,momentum_20d_rank_pct,momentum_diff_rank_pct,volume_change_rank_pct,bb_width_rank_pct,low_rebound_rank_pct,relative_return_5d_rank_pct,sector_relative_rank_pct,nasdaq_return_1d,sox_return_1d,sp500_return_1d,vix_change_1d,usdkrw_return_1d,wti_return_1d
2024-01-15,AAA,Semiconductor,KOSPI,Top50,0.005495564982645584,0.008412299361825415,0.0196519358623386,,,0.007769166843824005,,,0.0196519358623386,,,-0.00011013276414861828,0.0013613213950790896,,,,0.007518796992481258,,,0.0036425882386698517,,0.02098999999999995,,,0.0020040080158395005,0.010020040079197639,0.009999999999039213,0.0909918103400862,0.5450409439371211,,,,,,,96.98489298043758,-3.015105265176487,0.003755893691568841,,,,0.6666666666666666,1.0,,,1.0,,,,1.0,,,1.0,,0.0007949125596184992,0.0011149653121902414,0.0006367398917541678,0.0092592592592593,0.00026865213386573217,0.0005530973451328691
2024-01-16,AAA,Semiconductor,KOSPI,Top50,0.005465528813884513,0.016577799321376485,0.019543023821098737,,,0.00935622978592332,,,0.019543023821098737,,,-0.00010891204123986142,0.0013471206539794611,,,,0.00746268656716409,,,0.0036305908072348614,,0.021188,,,0.0010010010009054657,0.01001001000905452,0.009999999999045425,0.047641733942670274,0.5235826560299379,,,,,,,97.20694126180231,-2.793056983811752,0.003964007333448924,,,,0.6666666666666666,1.0,,,1.0,,,,1.0,,,1.0,,0.000794281175536149,0.0011137235490656927,0.0006363347120585949,-0.0825688073394496,0.00026857997928098065,0.0005527915975678255
2024-01-17,AAA,Semiconductor,KOSPI,Top50,0.0054358191874881445,0.016486694947936753,0.01943531231870055,,,0.010931057627768803,,,0.01943531231870055,,,-0.00010771150239818894,0.0013331412952745474,,,,0.007407407407407307,,,0.003618751159012109,,0.020791999999999995,,,0.0,0.009999999999051483,0.009999999999051483,0.0,0.49999999762875846,,,,,,,97.41218177550614,-2.5878164701079243,0.0041648393392294675,,,,0.6666666666666666,1.0,,,1.0,,,,1.0,,,1.0,,0.0007936507936507908,0.0011124845488257318,0.0006359300476947993,0.010000000000000009,0.000268507863444567,0.0005524861878452025
2024-01-18,AAA,Semiconductor,KOSPI,Top50,0.005406430807170626,0.016396586441653094,0.027629665535627623,,,0.010871638374976289,,,0.027629665535627623,,,0.008194353216927075,0.0018996253798066291,,,,0.007352941176470562,,,4.723757283121653e-05,,0.020990000000000016,,,0.002004008015842659,0.010020040079213161,0.009999999999054689,0.09099181034649206,0.5450409439754793,,,,,,,97.6019509726631,1.1175777314927444,0.0043393446560293595,,,,0.6666666666666666,1.0,,,1.0,,,,1.0,,,1.0,,0.0007930214115781098,0.0011112483022595043,0.0006355258976802336,0.00990099009900991,0.00026843578632518295,0.000552181115405892
2024-01-19,AAA,Semiconductor,KOSPI,Top50,0.0053773584905658645,0.01630745756246421,0.027477824913227922,,,0.010812861614341251,,,0.027477824913227922,,,-0.00015184062239970153,0.001879966490060836,,,,0.007299270072992803,,,4.6725356749670194e-05,,0.021188000000000033,0.02041085490230598,,0.0010010010009070245,0.010010010009069845,0.00999999999906066,0.047641733946144814,0.523582656068107,,,,,,,97.77747000619112,1.0328974743728594,0.004476812970301391,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,,1.0,,,1.0,,0.0007923930269413404,0.0011100148001972343,0.000635122261035459,0.009803921568627416,0.00026836374789129813,0.0005518763796907855
2024-01-22,AAA,Semiconductor,KOSPI,Top50,-0.002533546026086131,0.008251920705681481,0.01927318055422389,,,0.004422102955627727,,,0.01927318055422389,,,-0.008204644359004032,0.0013122208455628552,,,,0.007246376811594235,,,0.0035576600340589425,,0.02079200000000004,0.020414317495727714,,0.0,0.00999999999905929,0.00999999999905929,0.0,0.4999999976481656,,,,,,,94.25814818507422,-2.7267447953633592,0.0041041982946352935,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,,1.0,,,1.0,,0.0007917656373712667,0.0011087840335100019,0.0006347191367819249,0.009708737864077666,0.00026829174811249246,0.0005515719801434393
2024-01-23,AAA,Semiconductor,KOSPI,Top50,0.0053621825023519865,0.008207547169811313,0.019168415029563235,,,0.005986783892162784,,,0.019168415029563235,,,-0.00010476552466065492,0.0012987806147904575,,,,0.007194244604316502,,,0.003546066062557414,,0.02099000000000003,0.02046453340984036,,0.002004008015844183,0.010020040079220915,0.009999999999062386,0.09099181034967044,0.5450409439945219,,,,,,,94.69246687884734,-2.5144743829549725,0.0038728777345399443,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,,1.0,,,1.0,,0.0007911392405062223,0.0011075559931086332,0.0006343165239455217,0.009615384615384581,0.0002682197869567915,0.0005512679162071876
2024-01-24,AAA,Semiconductor,KOSPI,Top50,0.005333582857677488,0.008163648306277693,0.019064782320022733,,,0.007539667654450577,,,0.019064782320022733,,,-0.00010363270954050208,0.001285546118389009,,,,0.0071428571428571175,,,0.003534621356983831,,0.021188000000000033,0.02051044516349892,,0.0010010010009077102,0.010010010009077367,0.009999999999068353,0.04764173394786601,0.5235826560870631,,,,,,,95.09224930262225,-2.3199324728838917,0.003753702363473755,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,,1.0,,,1.0,,0.0007905138339920903,0.0011063306699445885,0.0006339144215530279,0.00952380952380949,0.00026814786439377514,0.000550964187327807
2024-01-25,AAA,Semiconductor,KOSPI,Top50,0.005305286671630771,0.016086547507055515,0.018962264150943486,,,0.009080887161569073,,,0.018962264150943486,,,-0.00010251816907924649,0.0012725131728176624,,,,0.007092198581560183,,,0.0035233233666244106,,0.020792000000000036,0.020352351896749422,,0.0,0.009999999999074175,0.009999999999074175,0.0,0.49999999768539954,,,,,,,95.46048438103935,-2.141466591623754,0.003700806741953208,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,,1.0,,,1.0,,0.0007898894154818592,0.0011051080550097403,0.0006335128286347746,0.009433962264151052,0.00026807598039235714,0.0005506607929515184
2024-01-26,AAA,Semiconductor,KOSPI,Top50,0.005277289139894448,0.016000748573032686,0.018860842638641406,,,0.01061057334326132,,,0.018860842638641406,,,-0.00010142151230208007,0.0012596777004801503,,,,0.007042253521126751,,,0.003512169595835758,,0.020990000000000036,0.020403215928442204,,0.002004008015847193,0.010020040079235704,0.009999999999077129,0.09099181035577315,0.5450409440310646,,,,,,,95.79986755480444,-1.9776024513866872,0.0036823417294002407,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,,1.0,,,1.0,,0.0007892659826360671,0.0011038881393352629,0.0006331117442230916,0.009345794392523255,0.0002680041349207851,0.0005503577325260967
2024-01-29,AAA,Semiconductor,KOSPI,Top50,0.005249585559034653,0.01591586001489187,0.026810912511759044,,,0.010554578279788673,0.04332947800070719,,0.026810912511759044,,,0.007950069873117638,0.0017946964697723722,,,,0.006993006993007089,1.1158104093462964,1.0,4.450797511061031e-05,,0.021188000000000012,0.020449836461708688,,0.0010010010009091973,0.010010010009091972,0.00999999999908287,0.04764173395117703,0.523582656123435,110.24149999999999,98.80199999999999,-0.00990099009900991,0.10473472196919098,0.9045849898119807,1.0,96.11283450526525,1.8546863201910355,0.003676791867238705,0.9154019949782133,0.10430734188298178,,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,,,,1.0,1.0,1.0,1.0,,0.0007886435331230235,0.0011026709139916324,0.0006327111673520847,0.0092592592592593,0.0002679323279493051,0.0005500550055006492
2024-01-30,AAA,Semiconductor,KOSPI,Top50,0.005222171323866265,0.015831867419683343,0.026667914288387662,0.09719999999999995,,0.010499171118069528,0.043928336964691894,,0.026667914288387662,0.09719999999999995,-0.07053208571161229,-0.00014299822337138224,0.001776642014701995,0.006868965517241296,0.0,1.0,0.00694444444444442,1.1159217812438669,1.0,4.40393982361159e-05,0.0024744961238256026,0.020792000000000005,0.020292317781078522,1.0,0.0,0.009999999999088597,0.009999999999088597,0.0,0.49999999772147286,110.8172,99.4647357,-0.00990099009900991,0.10310452471247045,0.9033513799260733,1.0,96.4015903283903,1.7091234495429575,0.0036701823135940562,0.9230997156084065,0.10382502103438274,,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007880220646176994,0.0011014563700892932,0.0006323110970596346,-0.0825688073394496,0.00026786055944594267,0.0005497526113247275
2024-01-31,AAA,Semiconductor,KOSPI,Top50,-0.0024608093328472025,0.00801252532694785,0.018708116157855503,0.08829670876006745,,0.004294287129984697,0.036978786701659105,,0.018708116157855503,0.08829670876006745,-0.06958859260221195,-0.007959798130532159,0.0012404584622981059,0.0062084878365413765,0.0,1.0,0.006896551724137945,1.1079987641213558,1.0,0.003454592218510706,0.0029244818291096855,0.02099,0.020499390456914512,1.0,0.0020040080158486447,0.010020040079242964,0.009999999999084467,0.09099181035880335,0.5450409440492198,110.8172,100.1286,-0.012337434983017093,0.09309428075494908,0.8720880181950041,1.0,92.88191442653677,-2.210334876085483,0.0031922305255173327,0.8649613670166597,0.10132246850806305,,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007874015748030594,0.0011002444987775473,0.0006319115323853985,0.010000000000000009,0.0002677888293802777,0.0005494505494505475
2024-02-01,AAA,Semiconductor,KOSPI,Top50,0.005207857469164079,0.007970682546953878,0.01860938801962786,0.0877990903697845,,0.005814378702552636,0.038012661452387464,,0.01860938801962786,0.0877990903697845,-0.06918970235015665,-9.872813822764392e-05,0.0012281043894371013,0.006142689090047268,0.0,1.0,0.006849315068493178,1.1086061000226481,1.0,0.0034436631915262484,0.0029144879983932907,0.021188000000000016,0.020545703246892536,1.0,0.001001001000909979,0.010010010009099273,0.009999999999090207,0.04764173395282364,0.5235826561415089,111.12020000000001,100.4915142,-0.00990099009900991,0.09481881008416537,0.8964876721668753,1.0,93.42747893933802,-2.0330054417013343,0.002885142641399765,0.881487164148554,0.0996433561545268,,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007867820613689513,0.0010990352912443324,0.000631512472371254,0.00990099009900991,0.000267717137721446,0.000549148819329881
2024-02-02,AAA,Semiconductor,KOSPI,Top50,0.00518087620432639,0.007929274516952134,0.018511696445017378,0.08730704945433088,,0.007323338130544865,0.039037910461784175,,0.018511696445017378,0.08730704945433088,-0.0687953530093135,-9.769157461048117e-05,0.0012159342103007127,0.0060779324571171855,0.0,1.0,0.006802721088435382,1.1092007716476286,1.0,0.003432870820761351,0.00290462249168348,0.020792000000000022,0.020387817031471304,1.0,0.0,0.00999999999909581,0.00999999999909581,0.0,0.4999999977393978,111.6959,101.1559428,-0.00990099009900991,0.09326251072220715,0.8950754744098238,1.0,93.92861467151542,-1.8712528832890172,0.002710758055321853,0.8950897642699308,0.09880769866603752,,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007861635220125507,0.0010978287387166663,0.000631113916061965,0.009803921568627416,0.00026764548443836134,0.0005488474204171645
2024-02-05,AAA,Semiconductor,KOSPI,Top50,0.005154173071706403,0.015623572407492015,0.018415025194686185,0.08682049276495896,,0.008821287254510368,0.04005464122980196,,0.018415025194686185,0.08682049276495896,-0.06840546757027277,-9.667125033119284e-05,0.0012039442883327034,0.00601419601408093,0.0,1.0,0.006756756756756799,1.109783083989876,1.0,0.003422212837905598,0.0028948831104847047,0.020990000000000033,0.020438959927221112,1.0,0.002004008015851388,0.010020040079257069,0.009999999999098655,0.09099181036461813,0.545040944084073,112.27159999999999,101.8215,-0.00990099009900991,0.09171442180678935,0.8936278113189083,1.0,94.38932030555486,-1.7235141997103938,0.0026211097049461786,0.9053478654354089,0.09881547321908662,-0.01005412954280438,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007855459544383603,0.0010966248324602024,0.00063071586250385,0.009708737864077666,0.0002675738695006036,0.0005485463521666123
2024-02-06,AAA,Semiconductor,KOSPI,Top50,0.0051277437927312874,0.015542628612979392,0.018319358366751803,0.0863393291200778,,0.010308346143412583,0.04106295947746519,,0.018319358366751803,0.0863393291200778,-0.068019970753326,-9.566682793438197e-05,0.0011921310765426636,0.005951458411610641,0.0,1.0,0.006711409395973256,1.110353333451704,1.0,0.0034116870222243505,0.0028852677041523674,0.02118800000000002,0.020485954467486668,1.0,0.0010010010009112694,0.010010010009113203,0.009999999999104054,0.047641733955976553,0.5235826561762047,112.8473,102.01638150000001,-0.00990099009900991,0.09521626190985799,0.89684161976028,1.0,94.8131794988561,-1.5884108295341974,0.002582107947134517,0.9120893529792599,0.09964576636543261,-0.011010362629146675,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007849293563579884,0.0010954235637778975,0.0006303183107470023,0.009615384615384581,0.0002675022928766424,0.0005482456140351033
2024-02-07,AAA,Semiconductor,KOSPI,Top50,0.005101584176138818,0.015462519215118986,0.02603928734581995,0.08586346934828848,,0.010255487585462353,0.04206296918351615,,0.02603928734581995,0.08586346934828848,-0.05982418200246853,0.007719928979068147,0.001698238436093586,0.0058896988567351816,0.0,1.0,0.006666666666666599,1.110911808121272,1.0,4.2008319174233e-05,0.002875774168613502,0.02079200000000004,0.020328622120057264,1.0,0.0,0.00999999999910957,0.00999999999910957,0.0,0.49999999777382015,113.423,102.01638150000001,-0.00990099009900991,0.10080359986106724,0.9015483853505323,1.0,95.20341180930969,2.321497382772918,0.002569996354725087,0.9154019949782112,0.10125846674587258,0.050440627961551465,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007843137254901489,0.0010942249240122326,0.0006299212598424031,0.00952380952380949,0.0002674307545367238,0.0005479452054795164
2024-02-08,AAA,Semiconductor,KOSPI,Top50,0.0050756901157613665,0.01538323137819364,0.025904381021632394,0.0942317014057199,,0.010203168352277858,0.04265008821926419,,0.025904381021632394,0.0942317014057199,-0.06832732038408751,-0.00013490632418755588,0.0016816182546934844,0.006478722347972157,0.0,1.0,0.0066225165562914245,1.1110597338441701,1.0,4.157856160489301e-05,0.002401930849832142,0.02099000000000002,0.020380360463457824,1.0,0.0020040080158541746,0.010020040079270747,0.009999999999112288,0.09099181037026244,0.5450409441178701,113.9987,102.6828,-0.00990099009900991,0.099210383822802,0.900255392058736,1.0,95.56291627443053,2.1354373350925187,0.002568649483021126,0.9230997156084043,0.10080386858384523,0.04161255145985032,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007836990595611049,0.0010930289045421038,0.0006295247088448086,0.009433962264151052,0.0002673592544497616,0.0005476451259582849
2024-02-09,AAA,Semiconductor,KOSPI,Top50,-0.002392132541862435,0.007786628479369728,0.018175241884438087,0.08561511762437335,,0.004173652481004542,0.035907154751281034,,0.018175241884438087,0.08561511762437335,-0.06743987573993526,-0.0077291391371943075,0.0011744332621403952,0.005857579800610482,0.0,1.0,0.006578947368421018,1.1034279037790475,1.0,0.0033573287155313036,0.0028393478520877,0.02118800000000002,0.02057987312681988,1.0,0.0010010010009120175,0.010010010009120175,0.009999999999111062,0.04764173395754835,0.5235826561934567,113.9987,103.0406058,-0.012269438160259716,0.09277307839740989,0.8723591910057137,1.0,92.04374897547798,-1.884865696037437,0.002110593089108586,0.8649613670166564,0.09838617978095025,-0.03012839725327443,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.000783085356303781,0.001091835496785043,0.0006291286568105292,0.009345794392523255,0.0002672877925846695,0.0005473453749316182
2024-02-12,AAA,Semiconductor,KOSPI,Top50,0.005062166962699788,0.007747105966162016,0.018082043900683686,0.08514718573209334,,0.00565162528657992,0.03691554961013721,,0.018082043900683686,0.08514718573209334,-0.06706514183140966,-9.319798375440058e-05,0.0011630512544192513,0.005797274183382051,0.0,1.0,0.006535947712418277,1.1040522378302113,1.0,0.0033470090230897235,0.0028299321148125014,0.020792000000000005,0.020422190003118516,1.0,0.0,0.00999999999911633,0.00999999999911633,0.0,0.499999997790934,114.3017,103.7075886,-0.00990099009900991,0.091241263322557,0.893176504739061,1.0,92.6584108268398,-1.7309094787150627,0.0018344283165923588,0.8814871641485509,0.09676747475470533,-0.02386070128685802,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007824726134584292,0.0010906446921958857,0.0006287331027978738,0.0092592592592593,0.0002672163689114715,0.000547045951859948
2024-02-13,AAA,Semiconductor,KOSPI,Top50,0.005036670495714324,0.0077079826348895875,0.017989796831647586,0.08468434102612998,,0.007119076290996729,0.037915773144134635,,0.017989796831647586,0.08468434102612998,-0.0666945441944824,-9.224706903609992e-05,0.001151834125911206,0.005737896447432389,0.0,1.0,0.006493506493506551,1.104664306667549,1.0,0.0033368147585041918,0.002820633758614057,0.020990000000000026,0.02047360458510244,1.0,0.0020040080158555186,0.010020040079277592,0.00999999999911908,0.090991810373067,0.5450409441346733,114.8774,104.37570000000001,-0.00990099009900991,0.08971724261489977,0.8916937249286364,1.0,93.22230124094887,-1.5908782579072351,0.0016931687846357532,0.8950897642699265,0.09596749014507659,-0.01699958870933338,0.5,1.0,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007818608287724071,0.0010894564822661046,0.0006283380458687038,-0.0825688073394496,0.0002671449833988593,0.0005467468562057043
2024-02-14,AAA,Semiconductor,KOSPI,Top50,0.005011429576226467,0.015186500888099586,0.01789848619768475,0.08422650099592133,,0.008576117453987342,0.0389079242745094,,0.01789848619768475,0.08422650099592133,-0.06632801479823658,-9.131063396283778e-05,0.0011407787033370642,0.0056794276275093925,0.0,1.0,0.006451612903225712,1.1052643909869466,1.0,0.003326743897841679,0.0028114508309947587,0.02118800000000002,0.020520961731336527,1.0,0.0010010010009133727,0.01001001000913348,0.009999999999124282,0.047641733960565064,0.5235826562265952,115.4531,104.73012,-0.00990099009900991,0.09147206171443334,0.8933971704755603,1.0,93.74009525313494,-1.463316556174746,0.0016387749090984855,0.9053478654354046,0.0959865032147085,-0.0100541295428066,0.8333333333333334,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007812499999999556,0.001088270858524698,0.0006279434850862131,0.010000000000000009,0.0002670736360166348,0.0005464480874315392
2024-02-15,AAA,Semiconductor,KOSPI,Top50,0.004986440381419044,0.015110011487143415,0.01780809781164172,0.08377358490566045,,0.010022859152452934,0.039892100332207914,,0.01780809781164172,0.08377358490566045,-0.06596548709401873,-9.038838604302768e-05,0.0011298818894867058,0.005621849241104648,0.0,1.0,0.0064102564102563875,1.105852763963597,1.0,0.0033167944584417135,0.002802381420717936,0.020791999999999995,0.02036381285885214,1.0,0.0,0.009999999999129476,0.009999999999129476,0.0,0.49999999782381616,116.0288,105.237,-0.009900990099009799,0.09163127037068719,0.8935488047466148,1.0,94.2159672701423,-1.3469490042882342,0.0016368980757319738,0.9120893529792558,0.0968044914473752,-0.011010362629148562,0.8333333333333334,1.0,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007806401249024209,0.0010870878125377459,0.0006275494195167042,0.00990099009900991,0.0002670023267346,0.0005461496450027692
2024-02-16,AAA,Semiconductor,KOSPI,Top50,0.004961699164345301,0.015034288728679401,0.02531083481349916,0.08332551374683295,,0.009972880762837866,0.04086839708971568,,0.02531083481349916,0.08332551374683295,-0.058014678933333785,0.00750273700185744,0.0016093623319436041,0.0055651432737628265,0.0,1.0,0.006369426751592355,1.1064296914824365,1.0,3.9713484048152456e-05,0.002793423656736765,0.020989999999999988,0.020415801520226328,1.0,0.0020040080158581814,0.01002004007929066,0.009999999999132108,0.09099181037846003,0.5450409441669657,116.60449999999999,105.237,-0.00990099009900991,0.09704761633265857,0.898438530109137,1.0,94.65365473337242,2.6099057578944382,0.0016634186323009822,0.9154019949782057,0.09838276536357231,0.050440627961549356,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0007800312012480326,0.001085907335907299,0.0006271558482284778,0.009803921568627416,0.0002669310555216686,0.0005458515283842669
